Product Title,Product SKU,Product Information,Sales Per Case
NASSAU CANDY CANDY CORN BARK,"SKU
41087","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


Occasion
Thanksgiving


UPC
618645410872


Pieces/LB
8


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY CARIBBEAN DELICACY MIX,"SKU
870","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645008703",
NASSAU CANDY CHAMPION'S MIX,"SKU
35541","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645355418


Pallet Pattern
20 cases per layer, 6 layers. 120 total cases per pallet.",
NASSAU CANDY CHERRY BERRY MIX,"SKU
1115","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645011154",
NASSAU CANDY CHERRY FRUIT SLICES,"SKU
708","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645007089


Pieces/LB
18


Pallet Pattern
20 cases per layer, 12 layers. 240 total cases per pallet.",
NASSAU CANDY CHILI MANGO FRUIT SLICES,"SKU
24027","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645240271


Pieces/LB
18


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 12 layers. 240 total cases per pallet.",
NASSAU CANDY CHOCOLATE BINGE BOX 10 OZ BOX,"SKU
49315","More Information                    




More Information


Kosher
No


Brand
NASSAU CANDY


UPC
618645493158


Pallet Pattern
8 cases per layer, 5 layers. 40 total cases per pallet.",
NASSAU CANDY CHOCOLATE COVERED PEANUT BUTTER COOKIE DOUGH,"SKU
5008","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645050085


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY CHRISTMAS NONPAREIL CHOCOLATEY COATED PRETZELS,"SKU
205C","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


Occasion
Christmas


UPC
618645902056


Pieces/LB
20


Country of Manufacture
United States


Pallet Pattern
11 cases per layer, 6 layers. 66 total cases per pallet.",
NASSAU CANDY COCONUT FRUIT SLICES,"SKU
20674","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645206741


Pieces/LB
18


Pallet Pattern
20 cases per layer, 12 layers. 240 total cases per pallet.",
NASSAU CANDY COLA FRUIT SLICES,"SKU
27943","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645279431


Pieces/LB
18


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 12 layers. 240 total cases per pallet.",
NASSAU CANDY COOL BREW ESPRESSO MIX 10 LB,"SKU
42006","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645420062


Pallet Pattern
20 cases per layer, 6 layers. 120 total cases per pallet.",
NASSAU CANDY CRANBERRY GOLD MIX,"SKU
25751","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645257514


Pallet Pattern
16 cases per layer, 7 layers. 112 total cases per pallet.",
NASSAU CANDY CRANBERRY GOLD MIX WITH DARK CHOCOLATE CHIPS 10 LBS,"SKU
40406","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645404062


Pallet Pattern
16 cases per layer, 7 layers. 112 total cases per pallet.",
NASSAU CANDY CREAMSICLE COCONUT SLICE,"SKU
1358","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645013585


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY CRISPY ENERGY GRANOLA,"SKU
26890","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645368906


GTIN (case)
00846761032528


Country of Manufacture
United States",
NASSAU CANDY CRUNCHY LEMON BARK,"SKU
52542","More Information                    




More Information


Kosher
No


Brand
NASSAU CANDY


Occasion
Easter


UPC
618645525422


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 9 layers. 180 total cases per pallet.",
NASSAU CANDY CRUSHED PEPPERMINT DARK CHOCOLATE PREMIER PRETZEL,"SKU
27618","More Information                    




More Information


Kosher
No


Brand
NASSAU CANDY


Occasion
Christmas


UPC
618645276188


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY DALMATIAN WHITE AND DARK CHIPS PREMIER PRETZEL,"SKU
6625","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645066253


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ALMOND BARK,"SKU
159","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
601864501599


UPC (inner)
618645001599


Pieces/LB
4


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ALMOND CLUSTERS,"SKU
185","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645001858


Pieces/LB
19


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ALMOND DELITE,"SKU
102","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645001025


Pieces/LB
20


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ALMOND TURTLES,"SKU
296","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002961


Pieces/LB
17


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ALMONDS,"SKU
1907D","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645819071


GTIN (case)
10618645819078


Country of Manufacture
United States


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE BREAK UP,"SKU
13133","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645131333


GTIN (case)
10618645131330


Pieces/LB
30


Country of Manufacture
United States


Pallet Pattern
17 cases per layer, 7 layers. 119 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE CARAMEL PRETZELS WITH CRUSHED PEPPERMINT,"SKU
31959","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


Occasion
Christmas


UPC
618645319595


Pieces/LB
28


Country of Manufacture
United States


Pallet Pattern
22 cases per layer, 7 layers. 154 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE CARAMELS,"SKU
201","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002015


Pieces/LB
24


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE CASHEW DELITE,"SKU
123","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645001230


Pieces/LB
13


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE CASHEW TURTLES,"SKU
298","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002985


Pieces/LB
25


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE CASHEWS,"SKU
2690","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645026905


GTIN (case)
10618645026902


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE COCONUT HAYSTACKS,"SKU
250","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002503


Pieces/LB
8


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE COVERED GINGER,"SKU
454","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645004545


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE COVERED RED FISH,"SKU
35689","More Information                    




More Information


Kosher
No


Brand
NASSAU CANDY


UPC
618645356897


Pieces/LB
30


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE DRIED CRANBERRIES,"SKU
19070","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645190705


Country of Manufacture
United States


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ESPRESSO COFFEE BEANS,"SKU
1939","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645019396


Country of Manufacture
United States


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ESPRESSO MALT BALLS,"SKU
593","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645005931


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE GRAHAM CRACKERS,"SKU
289","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002893


Pieces/LB
16


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE HALF DIPPED ORANGES,"SKU
292","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002923


Pieces/LB
42


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE HALF DIPPED PINEAPPLES,"SKU
294","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002947


Pieces/LB
16


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE HANUKKAH NONPAREILS,"SKU
193CH","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


Occasion
Chanukah


UPC
618645401931


Pieces/LB
65


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 9 layers. 180 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE JUMBO SUN RIPENED RAISINS,"SKU
17343","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645173432


Country of Manufacture
United States


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE MARCONA ALMONDS,"SKU
18652","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645186524


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE MARZIPAN,"SKU
245","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002459


Pieces/LB
34


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE MARZIPAN BAR,"SKU
118","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645001186


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE MINI GRAHAM CRACKERS,"SKU
22683","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645226831


Pieces/LB
97


Pallet Pattern
9 cases per layer, 7 layers. 63 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE MINI NONPAREILS WITH RAINBOW SEEDS,"SKU
10455","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645104559


GTIN (case)
10618645104556


Pieces/LB
907


Country of Manufacture
United States


Pallet Pattern
18 cases per layer, 10 layers. 180 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE MINI NONPAREILS WITH WHITE SEEDS,"SKU
10454","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618654104540


Certifications
Gluten Free


Pieces/LB
941


Country of Manufacture
United States


Pallet Pattern
18 cases per layer, 10 layers. 180 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE MINI SANDWICH COOKIES,"SKU
17970","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645179700


Pieces/LB
40


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE NONPAREILS,"SKU
167","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645001674


Pieces/LB
65


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 8 layers. 160 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE NONPAREILS WITH CRUSHED PEPPERMINT,"SKU
27858","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


Occasion
Christmas


UPC
618645278588


Pieces/LB
65


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 9 layers. 180 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE ORANGE PEELS,"SKU
210","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002107


Pieces/LB
46


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE PEANUTS,"SKU
1908D","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645819088


GTIN (case)
10618645819085


Country of Manufacture
United States


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE PECAN DELITES,"SKU
258","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645002589


Pieces/LB
19


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE PECAN TURTLES,"SKU
335","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645003357


Pieces/LB
22


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE PECANS,"SKU
28072","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645280727


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE RAISINS,"SKU
1906D","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645719067


GTIN (case)
10618645719064


Country of Manufacture
United States


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE SEA SALT ALMOND TURTLES,"SKU
27340","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645273408


Pieces/LB
18


Country of Manufacture
United States


Pallet Pattern
20 cases per layer, 10 layers. 200 total cases per pallet.",
NASSAU CANDY DARK CHOCOLATE SEA SALT BARE ALMONDS,"SKU
27355","More Information                    




More Information


Kosher
Yes


Brand
NASSAU CANDY


UPC
618645273552


GTIN (case)
10618645273559


Country of Manufacture
United States


Pallet Pattern
15 cases per layer, 10 layers. 150 total cases per pallet.",
